CATEGORIA_ID's;GRUPOS;CATEGORIAS
J02;J00 J06 Infecções agudas das vias aéreas superiores;J02 Faringite aguda
J03;J00 J06 Infecções agudas das vias aéreas superiores;J03 Amigdalite aguda
J04;J00 J06 Infecções agudas das vias aéreas superiores;J04 Laringite e traqueíte agudas
J05;J00 J06 Infecções agudas das vias aéreas superiores;J05 Laringite obstrutiva aguda [crupe] e epiglotite
J06;J00 J06 Infecções agudas das vias aéreas superiores;J06 Infecções agudas das vias aéreas superiores de localizações múltiplas e não especificadas
J09;J09 J18 Influenza [gripe] e pneumonia;J09 Influenza [gripe] devida a vírus identificado da gripe aviária
J10;J09 J18 Influenza [gripe] e pneumonia;J10 Influenza devida a outro vírus da influenza [gripe] identificado
J11;J09 J18 Influenza [gripe] e pneumonia;J11 Influenza [gripe] devida a vírus não identificado
J12;J09 J18 Influenza [gripe] e pneumonia;J12 Pneumonia viral não classificada em outra parte
J13;J09 J18 Influenza [gripe] e pneumonia;J13 Pneumonia devida a Streptococcus pneumoniae
J14;J09 J18 Influenza [gripe] e pneumonia;J14 Pneumonia devida a Haemophilus infuenzae
J15;J09 J18 Influenza [gripe] e pneumonia;J15 Pneumonia bacteriana não classificada em outra parte
J16;J09 J18 Influenza [gripe] e pneumonia;J16 Pneumonia devida a outros microorganismos infecciosos especificados não classificados em outra parte
J17;J09 J18 Influenza [gripe] e pneumonia;J17 Pneumonia em doenças classificadas em outra parte
J18;J09 J18 Influenza [gripe] e pneumonia;J18 Pneumonia por microorganismo não especificada
J20;J20 J22 Outras infecções agudas das vias aéreas inferiores;J20 Bronquite aguda
J21;J20 J22 Outras infecções agudas das vias aéreas inferiores;J21 Bronquiolite aguda
J22;J20 J22 Outras infecções agudas das vias aéreas inferiores;J22 Infecções agudas não especificada das vias aéreas inferiores
J30;J30 J39 Outras doenças das vias aéreas superiores;J30 Rinite alérgica e vasomotora
J31;J30 J39 Outras doenças das vias aéreas superiores;J31 Rinite
J32;J30 J39 Outras doenças das vias aéreas superiores;J32 Sinusite crônica
J33;J30 J39 Outras doenças das vias aéreas superiores;J33 Pólipo nasal
J34;J30 J39 Outras doenças das vias aéreas superiores;J34 Outros transtornos do nariz e dos seios paranasais
J35;J30 J39 Outras doenças das vias aéreas superiores;J35 Doenças crônicas das amígdalas e das adenóides
J36;J30 J39 Outras doenças das vias aéreas superiores;J36 Abscesso periamigdaliano
J37;J30 J39 Outras doenças das vias aéreas superiores;J37 Laringite e laringotraqueíte crônicas
J38;J30 J39 Outras doenças das vias aéreas superiores;J38 Doenças das cordas vocais e da laringe não classificadas em outra parte
J39;J30 J39 Outras doenças das vias aéreas superiores;J39 Outras doenças das vias aéreas superiores
J40;J40 J47 Doenças crônicas das vias aéreas inferiores;J40 Bronquite não especificada como aguda ou crônica
J41;J40 J47 Doenças crônicas das vias aéreas inferiores;J41 Bronquite crônica simples e a mucopurulenta
J42;J40 J47 Doenças crônicas das vias aéreas inferiores;J42 Bronquite crônica não especificada
J43;J40 J47 Doenças crônicas das vias aéreas inferiores;J43 Enfisema
J44;J40 J47 Doenças crônicas das vias aéreas inferiores;J44 Outras doenças pulmonares obstrutivas crônicas
J45;J40 J47 Doenças crônicas das vias aéreas inferiores;J45 Asma
J46;J40 J47 Doenças crônicas das vias aéreas inferiores;J46 Estado de mal asmático
J47;J40 J47 Doenças crônicas das vias aéreas inferiores;J47 Bronquectasia
J60;J60 J70 Doenças pulmonares devidas a agentes externos;J60 Pneumoconiose dos mineiros de carvão
J61;J60 J70 Doenças pulmonares devidas a agentes externos;J61 Pneumoconiose devida a amianto [asbesto] e outras fibras minerais
J62;J60 J70 Doenças pulmonares devidas a agentes externos;J62 Pneumoconiose devida a poeira que contenham sílica
J63;J60 J70 Doenças pulmonares devidas a agentes externos;J63 Pneumoconiose devida a outras poeiras inorgânicas
J64;J60 J70 Doenças pulmonares devidas a agentes externos;J64 Pneumoconiose não especificada
J65;J60 J70 Doenças pulmonares devidas a agentes externos;J65 Pneumoconiose associada com tuberculose
J66;J60 J70 Doenças pulmonares devidas a agentes externos;J66 Doenças das vias aéreas devida a poeiras orgânicas específicas
J67;J60 J70 Doenças pulmonares devidas a agentes externos;J67 Pneumonite de hipersensibilidade devida a poeiras orgânicas
J68;J60 J70 Doenças pulmonares devidas a agentes externos;J68 Afecções respiratórias devidas a inalação de produtos químicos
J69;J60 J70 Doenças pulmonares devidas a agentes externos;J69 Pneumonite devida a sólidos e líquidos
J70;J60 J70 Doenças pulmonares devidas a agentes externos;J70 Afecções respiratórias devida a outros agentes externos
J80;J80 J84 Outras doenças respiratórias que afetam principalmente o interstício;J80 Síndrome do desconforto respiratório do adulto
J81;J80 J84 Outras doenças respiratórias que afetam principalmente o interstício;J81 Edema pulmonar
J82;J80 J84 Outras doenças respiratórias que afetam principalmente o interstício;J82 Eosinofilia pulmonar
J84;J80 J84 Outras doenças respiratórias que afetam principalmente o interstício;J84 Outras doenças pulmonares intersticiais
J85;J85 J86 Afecções necróticas e supurativas das vias aéreas inferiores;J85 Abscesso do pulmão e do mediastino
J86;J85 J86 Afecções necróticas e supurativas das vias aéreas inferiores;J86 Piotórax
J90;J90 J94 Outras doenças da pleura;J90 Derrame pleural não classificado em outra parte
J91;J90 J94 Outras doenças da pleura;J91 Derrame pleural em afecções classificadas em outra parte
J92;J90 J94 Outras doenças da pleura;J92 Placas pleurais
J93;J90 J94 Outras doenças da pleura;J93 Pneumotórax
J94;J90 J94 Outras doenças da pleura;J94 Outras afecções pleurais
J95;J95 J99 Outras doenças do aparelho respiratório;J95 Afecções respiratórias pós-procedimentos não classificadas em outra parte
J96;J95 J99 Outras doenças do aparelho respiratório;J96 Insuficiência respiratória não classificada de outra parte
J98;J95 J99 Outras doenças do aparelho respiratório;J98 Outros transtornos respiratórios
J99;J95 J99 Outras doenças do aparelho respiratório;J99 Transtornos respiratórios em doenças classificadas em outra parte
K00;K00 K14 Doenças da cavidade oral;K00 Distúrbios do desenvolvimento e da erupção dos dentes
K01;K00 K14 Doenças da cavidade oral;K01 Dentes inclusos e impactados
K02;K00 K14 Doenças da cavidade oral;K02 Cárie dentária
K03;K00 K14 Doenças da cavidade oral;K03 Outras doenças dos tecidos dentários duros
K04;K00 K14 Doenças da cavidade oral;K04 Doenças da polpa e dos tecidos periapicais
K05;K00 K14 Doenças da cavidade oral;K05 Gengivite e doenças periodontais
K06;K00 K14 Doenças da cavidade oral;K06 Outros transtornos da gengiva e do rebordo alveolar sem dentes
K07;K00 K14 Doenças da cavidade oral;K07 Anomalias dentofaciais (inclusive a maloclusão)
K08;K00 K14 Doenças da cavidade oral;K08 Outros transtornos dos dentes e de suas estruturas de sustentação
K09;K00 K14 Doenças da cavidade oral;K09 Cistos da região bucal não classificados em outra parte
K10;K00 K14 Doenças da cavidade oral;K10 Outras doenças dos maxilares
K11;K00 K14 Doenças da cavidade oral;K11 Doenças das glândulas salivares
K12;K00 K14 Doenças da cavidade oral;K12 Estomatite e lesões correlatas
K13;K00 K14 Doenças da cavidade oral;K13 Outras doenças do lábio e da mucosa oral
K14;K00 K14 Doenças da cavidade oral;K14 Doenças da língua
K20;K20 K31 Doenças do esôfago;K20 Esofagite
K21;K20 K31 Doenças do esôfago;K21 Doença de refluxo gastroesofágico
K22;K20 K31 Doenças do esôfago;K22 Outras doenças do esôfago
K23;K20 K31 Doenças do esôfago;K23 Transtornos do esôfago em doenças classificadas em outra parte
K25;K20 K31 Doenças do esôfago;K25 Úlcera gástrica
K26;K20 K31 Doenças do esôfago;K26 Úlcera duodenal
K27;K20 K31 Doenças do esôfago;K27 Úlcera péptica de localização não especificada
K28;K20 K31 Doenças do esôfago;K28 Úlcera gastrojejunal
K29;K20 K31 Doenças do esôfago;K29 Gastrite e duodenite
K30;K20 K31 Doenças do esôfago;K30 Dispepsia
K31;K20 K31 Doenças do esôfago;K31 Outras doenças do estômago e do duodeno
K35;K35 K38 Doenças do apêndice;K35 Apendicite aguda
K36;K35 K38 Doenças do apêndice;K36 Outras formas de apendicite
K37;K35 K38 Doenças do apêndice;K37 Apendicite
K38;K35 K38 Doenças do apêndice;K38 Outras doenças do apêndice
K40;K40 K46 Hérnias;K40 Hérnia inguinal
K41;K40 K46 Hérnias;K41 Hérnia femoral
K42;K40 K46 Hérnias;K42 Hérnia umbilical
K43;K40 K46 Hérnias;K43 Hérnia ventral
K44;K40 K46 Hérnias;K44 Hérnia diafragmática
K45;K40 K46 Hérnias;K45 Outras hérnias abdominais
K46;K40 K46 Hérnias;K46 Hérnia abdominal não especificada
K50;K50 K52 Enterites e colites não-infecciosas;K50 Doença de Crohn [enterite regional]
K51;K50 K52 Enterites e colites não-infecciosas;K51 Colite ulcerativa
K52;K50 K52 Enterites e colites não-infecciosas;K52 Outras gastroenterites e colites não-infecciosas
K55;K55 K63 Outras doenças dos intestinos;K55 Transtornos vasculares do intestino
K56;K55 K63 Outras doenças dos intestinos;K56 Íleo paralítico e obstrução intestinal sem hérnia
K57;K55 K63 Outras doenças dos intestinos;K57 Doença diverticular do intestino
K58;K55 K63 Outras doenças dos intestinos;K58 Síndrome do cólon irritável
K59;K55 K63 Outras doenças dos intestinos;K59 Outros transtornos funcionais do intestino
K60;K55 K63 Outras doenças dos intestinos;K60 Fissura e fístula das regiões anal e retal
K61;K55 K63 Outras doenças dos intestinos;K61 Abscesso das regiões anal e retal
K62;K55 K63 Outras doenças dos intestinos;K62 Outras doenças do reto e do ânus
K63;K55 K63 Outras doenças dos intestinos;K63 Outras doenças do intestino
K65;K65 K67 Doenças do peritônio;K65 Peritonite
K66;K65 K67 Doenças do peritônio;K66 Outros transtornos do peritônio
K67;K65 K67 Doenças do peritônio;K67 Comprometimento do peritônio
K70;K70 K77 Doenças do fígado;K70 Doença alcoólica do fígado
K71;K70 K77 Doenças do fígado;K71 Doença hepática tóxica
K72;K70 K77 Doenças do fígado;K72 Insuficiência hepática não classificada em outra parte
K73;K70 K77 Doenças do fígado;K73 Hepatite crônica não classificada em outra parte
K74;K70 K77 Doenças do fígado;K74 Fibrose e cirrose hepáticas
K75;K70 K77 Doenças do fígado;K75 Outras doenças inflamatórias do fígado
K76;K70 K77 Doenças do fígado;K76 Outras doenças do fígado
K77;K70 K77 Doenças do fígado;K77 Transtornos do fígado em doenças classificadas em outra parte
K80;K80 K87 Transtornos da vesícula biliar;K80 Colelitíase
K81;K80 K87 Transtornos da vesícula biliar;K81 Colecistite
K82;K80 K87 Transtornos da vesícula biliar;K82 Outras doenças da vesícula biliar
K83;K80 K87 Transtornos da vesícula biliar;K83 Outras doenças das vias biliares
K85;K80 K87 Transtornos da vesícula biliar;K85 Pancreatite aguda
K86;K80 K87 Transtornos da vesícula biliar;K86 Outras doenças do pâncreas
K87;K80 K87 Transtornos da vesícula biliar;K87 Transtornos da vesícula biliar
K90;K90 K93 Outras doenças do aparelho digestivo;K90 Má-absorção intestinal
K91;K90 K93 Outras doenças do aparelho digestivo;K91 Transtornos do aparelho digestivo pós-procedimentos
K92;K90 K93 Outras doenças do aparelho digestivo;K92 Outras doenças do aparelho digestivo
K93;K90 K93 Outras doenças do aparelho digestivo;K93 Transtornos de outros órgãos digestivos em doenças classificadas em outra parte
L00;L00 L08 Infecções da pele e do tecido subcutâneo;L00 Síndrome da pele escaldada estafilocócica do recém-nascido
L01;L00 L08 Infecções da pele e do tecido subcutâneo;L01 Impetigo
L02;L00 L08 Infecções da pele e do tecido subcutâneo;L02 Abscesso cutâneo
L03;L00 L08 Infecções da pele e do tecido subcutâneo;L03 Celulite (Flegmão)
L04;L00 L08 Infecções da pele e do tecido subcutâneo;L04 Linfadenite aguda
L05;L00 L08 Infecções da pele e do tecido subcutâneo;L05 Cisto pilonidal
L08;L00 L08 Infecções da pele e do tecido subcutâneo;L08 Outras infecções localizadas da pele e do tecido subcutâneo
L10;L10 L14 Afecções bolhosas;L10 Pênfigo
L11;L10 L14 Afecções bolhosas;L11 Outras afecções acantolíticas
L12;L10 L14 Afecções bolhosas;L12 Penfigóide
L13;L10 L14 Afecções bolhosas;L13 Outras afecções bolhosas
L14;L10 L14 Afecções bolhosas;L14 Afecções bolhosas em doenças classificadas em outra parte
L20;L20 L30 Dermatite e eczema;L20 Dermatite atópica
L21;L20 L30 Dermatite e eczema;L21 Dermatite seborréica
L22;L20 L30 Dermatite e eczema;L22 Dermatite das fraldas
L23;L20 L30 Dermatite e eczema;L23 Dermatites alérgicas de contato
L24;L20 L30 Dermatite e eczema;L24 Dermatites de contato por irritantes
L25;L20 L30 Dermatite e eczema;L25 Dermatite de contato não especificada
L26;L20 L30 Dermatite e eczema;L26 Dermatite esfoliativa
L27;L20 L30 Dermatite e eczema;L27 Dermatite devida a substâncias de uso interno
L28;L20 L30 Dermatite e eczema;L28 Líquen simples crônico e prurigo
L29;L20 L30 Dermatite e eczema;L29 Prurido
L30;L20 L30 Dermatite e eczema;L30 Outras dermatites
L40;L40 L45 Afecções pápulo-descamativas;L40 Psoríase
L41;L40 L45 Afecções pápulo-descamativas;L41 Parapsoríase
L42;L40 L45 Afecções pápulo-descamativas;L42 Pitiríase rósea
L43;L40 L45 Afecções pápulo-descamativas;L43 Líquen plano
L44;L40 L45 Afecções pápulo-descamativas;L44 Outras afecções pápulo-descamativas
L45;L40 L45 Afecções pápulo-descamativas;L45 Afecções pápulo-descamativas em doenças classificadas em outra parte
L50;L50 L54 Urticária e eritema;L50 Urticária
L51;L50 L54 Urticária e eritema;L51 Eritema polimorfo (eritema multiforme)
L52;L50 L54 Urticária e eritema;L52 Eritema nodoso
L53;L50 L54 Urticária e eritema;L53 Outras afecções eritematosas
L54;L50 L54 Urticária e eritema;L54 Eritema em doenças classificadas em outra parte
L55;L55 L59 Transtornos da pele e do tecido subcutâneo relacionados com a radiação;L55 Queimadura solar
L56;L55 L59 Transtornos da pele e do tecido subcutâneo relacionados com a radiação;L56 Outras alterações agudas da pele devidas a radiação ultravioleta
L57;L55 L59 Transtornos da pele e do tecido subcutâneo relacionados com a radiação;L57 Alterações da pele devidas à exposição crônica à radiação não ionizante
L58;L55 L59 Transtornos da pele e do tecido subcutâneo relacionados com a radiação;L58 Radiodermatite
L59;L55 L59 Transtornos da pele e do tecido subcutâneo relacionados com a radiação;L59 Outras afecções da pele e do tecido subcutâneo relacionadas com a radiação
